source_document,source_page,source_citation,measurement_name,body_region,measurement_method_note,population,country,sex,age_group,sample_size,stat_type,percentile,value_cm,value_mm,value_in,data_quality_note
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand length,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,8,,mean,,14.3,143,5.6299,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand length,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,8,,std_dev,,0.7,7,0.2756,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand width (without thumb),hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,8,,mean,,6.5,65,2.5591,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand width (without thumb),hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,8,,std_dev,,0.3,3,0.1181,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Thumb breadth,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,8,,mean,,1.5,15,0.5906,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Thumb breadth,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,8,,std_dev,,0.1,1,0.0394,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand thickness,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,8,,mean,,2.0,20,0.7874,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand thickness,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,8,,std_dev,,0.2,2,0.0787,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Pink (little finger) breadth,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,8,,mean,,1.0,10,0.3937,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Pink (little finger) breadth,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,8,,std_dev,,0.1,1,0.0394,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Middle finger length,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,8,,mean,,6.2,62,2.4409,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Middle finger length,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,8,,std_dev,,0.4,4,0.1575,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand diameter,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,8,,mean,,5.5,55,2.1654,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand diameter,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,8,,std_dev,,0.3,3,0.1181,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Grip circumference,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,8,,mean,,9.6,96,3.7795,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Grip circumference,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,8,,std_dev,,0.9,9,0.3543,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand length,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,9,,mean,,14.9,149,5.8661,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand length,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,9,,std_dev,,0.8,8,0.315,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand width (without thumb),hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,9,,mean,,6.6,66,2.5984,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand width (without thumb),hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,9,,std_dev,,0.4,4,0.1575,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Thumb breadth,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,9,,mean,,1.5,15,0.5906,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Thumb breadth,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,9,,std_dev,,0.1,1,0.0394,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand thickness,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,9,,mean,,2.1,21,0.8268,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand thickness,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,9,,std_dev,,0.2,2,0.0787,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Pink (little finger) breadth,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,9,,mean,,1.0,10,0.3937,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Pink (little finger) breadth,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,9,,std_dev,,0.1,1,0.0394,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Middle finger length,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,9,,mean,,6.4,64,2.5197,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Middle finger length,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,9,,std_dev,,0.4,4,0.1575,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand diameter,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,9,,mean,,5.6,56,2.2047,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand diameter,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,9,,std_dev,,0.4,4,0.1575,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Grip circumference,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,9,,mean,,10.1,101,3.9764,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Grip circumference,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,9,,std_dev,,0.8,8,0.315,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand length,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,10,,mean,,15.6,156,6.1417,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand length,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,10,,std_dev,,0.8,8,0.315,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand width (without thumb),hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,10,,mean,,6.9,69,2.7165,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand width (without thumb),hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,10,,std_dev,,0.4,4,0.1575,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Thumb breadth,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,10,,mean,,1.6,16,0.6299,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Thumb breadth,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,10,,std_dev,,0.1,1,0.0394,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand thickness,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,10,,mean,,2.1,21,0.8268,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand thickness,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,10,,std_dev,,0.2,2,0.0787,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Pink (little finger) breadth,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,10,,mean,,1.1,11,0.4331,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Pink (little finger) breadth,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,10,,std_dev,,0.1,1,0.0394,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Middle finger length,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,10,,mean,,6.7,67,2.6378,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Middle finger length,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,10,,std_dev,,0.4,4,0.1575,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand diameter,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,10,,mean,,5.9,59,2.3228,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand diameter,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,10,,std_dev,,0.4,4,0.1575,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Grip circumference,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,10,,mean,,10.6,106,4.1732,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Grip circumference,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,10,,std_dev,,0.9,9,0.3543,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand length,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,11,,mean,,16.1,161,6.3386,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
"Dutch children hand anthropometry, DINED kima1993 dataset, TU Delft",,"Steenbekkers LPA, van Beijsterveldt CEM (eds.). (1998). Design-relevant characteristics of ageing users. Delft University Press. Data retrieved from DINED database (kima1993), TU Delft, https://dined.io.tudelft.nl",Hand length,hand,Traditional anthropometry; DINED kima1993 dataset; mean and SD per integer age (2-12) and sex; no percentiles in database,Dutch children (TU Delft KIMA 1993 study),Netherlands,female,11,,std_dev,,0.9,9,0.3543,Sample size per age/sex group not published in DINED web interface; DINED reports integer-year age groups; no percentiles available
